"date","pixel","ndvi_raw","ndvi_qc","type","ndvi_filtered"
2002-01-17,"43_43",-0.0091,18449,"TERA",NA
2002-02-02,"43_43",-0.023,18445,"TERA",NA
2002-02-18,"43_43",0.2124,2112,"TERA",NA
2002-03-06,"43_43",0.2031,3294,"TERA",NA
2002-03-22,"43_43",0.1879,2112,"TERA",NA
2002-04-07,"43_43",0.1933,2112,"TERA",NA
2002-04-23,"43_43",0.2031,2181,"TERA",NA
2002-05-09,"43_43",0.2058,2112,"TERA",NA
2002-05-25,"43_43",0.1977,2112,"TERA",NA
2002-06-10,"43_43",0.1875,2112,"TERA",NA
2002-06-26,"43_43",0.1801,2112,"TERA",NA
2002-07-12,"43_43",0.1857,2112,"TERA",NA
2002-07-28,"43_43",0.1831,2112,"TERA",NA
2002-08-13,"43_43",0.1811,2112,"TERA",NA
2002-08-29,"43_43",0.1741,2112,"TERA",NA
2002-09-14,"43_43",0.1837,2112,"TERA",NA
2002-09-30,"43_43",0.4566,2112,"TERA",NA
2002-10-16,"43_43",0.1719,2112,"TERA",NA
2002-11-01,"43_43",0.1751,2112,"TERA",NA
2002-11-17,"43_43",0.1951,2116,"TERA",NA
2002-12-03,"43_43",0.2057,2116,"TERA",NA
2002-12-19,"43_43",0.288,2521,"TERA",NA
2003-01-01,"43_43",0.2069,2116,"TERA",NA
2003-01-17,"43_43",0.1916,2116,"TERA",NA
2003-02-02,"43_43",0.2376,2181,"TERA",NA
2003-02-18,"43_43",0.2088,2253,"TERA",NA
2003-03-06,"43_43",0.2255,2112,"TERA",NA
2003-03-22,"43_43",0.2016,2112,"TERA",NA
2003-04-07,"43_43",0.1908,2181,"TERA",NA
2003-04-23,"43_43",0.2215,2185,"TERA",NA
2003-05-09,"43_43",0.2079,2112,"TERA",NA
2003-05-25,"43_43",0.1874,2112,"TERA",NA
2003-06-10,"43_43",0.1841,2112,"TERA",NA
2003-06-26,"43_43",0.1698,2112,"TERA",NA
2003-07-12,"43_43",0.1775,2112,"TERA",NA
2003-07-28,"43_43",0.1843,2112,"TERA",NA
2003-08-13,"43_43",0.1738,2112,"TERA",NA
2003-08-29,"43_43",0.1783,2112,"TERA",NA
2003-09-14,"43_43",0.1717,2112,"TERA",NA
2003-09-30,"43_43",0.1683,2112,"TERA",NA
2003-10-16,"43_43",0.1622,2112,"TERA",NA
2003-11-01,"43_43",0.2441,2116,"TERA",NA
2003-11-17,"43_43",0.2662,2112,"TERA",NA
2003-12-03,"43_43",0.2122,2116,"TERA",NA
2003-12-19,"43_43",-0.023,18453,"TERA",NA
2004-01-01,"43_43",-0.023,18449,"TERA",NA
2004-01-17,"43_43",-0.0306,18453,"TERA",NA
2004-02-02,"43_43",-0.0267,18445,"TERA",NA
2004-02-18,"43_43",-0.0294,18449,"TERA",NA
2004-03-05,"43_43",0.1983,2112,"TERA",NA
2004-03-21,"43_43",0.2128,2112,"TERA",NA
2004-04-06,"43_43",0.2315,2112,"TERA",NA
2004-04-22,"43_43",0.2389,2112,"TERA",NA
2004-05-08,"43_43",0.2437,2112,"TERA",NA
2004-05-24,"43_43",0.224,2112,"TERA",NA
2004-06-09,"43_43",0.2295,2112,"TERA",NA
2004-06-25,"43_43",0.2085,2112,"TERA",NA
2004-07-11,"43_43",0.2239,2112,"TERA",NA
2004-07-27,"43_43",0.1892,2112,"TERA",NA
2004-08-12,"43_43",0.1995,2112,"TERA",NA
2004-08-28,"43_43",0.1946,2112,"TERA",NA
2004-09-13,"43_43",0.1926,2112,"TERA",NA
2004-09-29,"43_43",0.1849,2112,"TERA",NA
2004-10-15,"43_43",0.1813,2112,"TERA",NA
2004-10-31,"43_43",0.2268,2112,"TERA",NA
2004-11-16,"43_43",0.2637,2116,"TERA",NA
2004-12-02,"43_43",0.0191,18449,"TERA",NA
2004-12-18,"43_43",0.2943,2120,"TERA",0.2943
2005-01-01,"43_43",0.0317,51225,"TERA",NA
2005-01-17,"43_43",0.3266,2116,"TERA",NA
2005-02-02,"43_43",0.3431,2112,"TERA",NA
2005-02-18,"43_43",0.3594,2112,"TERA",NA
2005-03-06,"43_43",0.3288,2112,"TERA",NA
2005-03-22,"43_43",0.3624,2112,"TERA",NA
2005-04-07,"43_43",0.3611,2112,"TERA",NA
2005-04-23,"43_43",0.4439,2185,"TERA",NA
2005-05-09,"43_43",0.4772,2112,"TERA",NA
2005-05-25,"43_43",0.438,2112,"TERA",NA
2005-06-10,"43_43",0.3774,2112,"TERA",NA
2005-06-26,"43_43",0.2878,2112,"TERA",NA
2005-07-12,"43_43",0.2392,2112,"TERA",NA
2005-07-28,"43_43",0.2251,2112,"TERA",NA
2005-08-13,"43_43",0.2138,2112,"TERA",NA
2005-08-29,"43_43",0.1964,2112,"TERA",NA
2005-09-14,"43_43",0.2123,2112,"TERA",NA
2005-09-30,"43_43",0.1896,2112,"TERA",NA
2005-10-16,"43_43",0.1896,2112,"TERA",NA
2005-11-01,"43_43",0.1876,2112,"TERA",NA
2005-11-17,"43_43",0.1956,2116,"TERA",NA
2005-12-03,"43_43",0.0572,2062,"TERA",NA
2005-12-19,"43_43",0.2048,2189,"TERA",NA
2006-01-01,"43_43",0.2048,2185,"TERA",NA
2006-01-17,"43_43",-0.0156,18453,"TERA",NA
2006-02-02,"43_43",0.0282,18449,"TERA",NA
2006-02-18,"43_43",0.2122,2112,"TERA",NA
2006-03-06,"43_43",0.2336,2181,"TERA",NA
2006-03-22,"43_43",0.2661,2112,"TERA",NA
2006-04-07,"43_43",0.2833,2112,"TERA",NA
2006-04-23,"43_43",0.3145,2112,"TERA",NA
2006-05-09,"43_43",0.305,2112,"TERA",NA
2006-05-25,"43_43",0.248,2112,"TERA",NA
2006-06-10,"43_43",0.1979,2112,"TERA",NA
2006-06-26,"43_43",0.2043,2112,"TERA",NA
2006-07-12,"43_43",0.1885,2112,"TERA",NA
2006-07-28,"43_43",0.1776,2112,"TERA",NA
2006-08-13,"43_43",0.1749,2112,"TERA",NA
2006-08-29,"43_43",0.176,2112,"TERA",NA
2006-09-14,"43_43",0.1868,2112,"TERA",NA
2006-09-30,"43_43",0.2607,2112,"TERA",NA
2006-10-16,"43_43",0.2544,2112,"TERA",NA
2006-11-01,"43_43",0.2795,2112,"TERA",NA
2006-11-17,"43_43",0.2778,2116,"TERA",NA
2006-12-03,"43_43",0.2176,2185,"TERA",NA
2006-12-19,"43_43",-0.0092,18453,"TERA",NA
2007-01-01,"43_43",-0.0386,18449,"TERA",NA
2007-01-17,"43_43",-0.0088,18445,"TERA",NA
2007-02-02,"43_43",0.3225,2185,"TERA",NA
2007-02-18,"43_43",0.3141,2112,"TERA",NA
2007-03-06,"43_43",0.2956,2112,"TERA",NA
2007-03-22,"43_43",0.3364,2112,"TERA",NA
2007-04-07,"43_43",0.3217,2181,"TERA",NA
2007-04-23,"43_43",0.2474,2112,"TERA",NA
2007-05-09,"43_43",0.2367,2112,"TERA",NA
2007-05-25,"43_43",0.2047,2112,"TERA",NA
2007-06-10,"43_43",0.1823,2112,"TERA",NA
2007-06-26,"43_43",0.1844,2112,"TERA",NA
2007-07-12,"43_43",0.1849,2112,"TERA",NA
2007-07-28,"43_43",0.1816,2112,"TERA",NA
2007-08-13,"43_43",0.179,2112,"TERA",NA
2007-08-29,"43_43",0.1759,2112,"TERA",NA
2007-09-14,"43_43",0.1718,2112,"TERA",NA
2007-09-30,"43_43",0.1757,2112,"TERA",NA
2007-10-16,"43_43",0.1794,2112,"TERA",NA
2007-11-01,"43_43",0.168,2112,"TERA",NA
2007-11-17,"43_43",0.1698,2116,"TERA",NA
2007-12-03,"43_43",-0.024,18449,"TERA",NA
2007-12-19,"43_43",-0.0261,18713,"TERA",NA
2008-01-01,"43_43",-0.0113,18449,"TERA",NA
2008-01-17,"43_43",0.005,2066,"TERA",NA
2008-02-02,"43_43",-0.0164,18445,"TERA",NA
2008-02-18,"43_43",0.0119,2062,"TERA",NA
2008-03-05,"43_43",0.2283,2181,"TERA",NA
2008-03-21,"43_43",0.2341,2112,"TERA",NA
2008-04-06,"43_43",0.2393,2112,"TERA",NA
2008-04-22,"43_43",0.2228,2112,"TERA",NA
2008-05-08,"43_43",0.2162,2112,"TERA",NA
2008-05-24,"43_43",0.222,2112,"TERA",NA
2008-06-09,"43_43",0.1993,2112,"TERA",NA
2008-06-25,"43_43",0.1972,2112,"TERA",NA
2008-07-11,"43_43",0.2052,2112,"TERA",NA
2008-07-27,"43_43",0.2113,2112,"TERA",NA
2008-08-12,"43_43",0.17,2112,"TERA",NA
2008-08-28,"43_43",0.1744,2112,"TERA",NA
2008-09-13,"43_43",0.1757,2112,"TERA",NA
2008-09-29,"43_43",0.1789,2112,"TERA",NA
2008-10-15,"43_43",0.1687,2112,"TERA",NA
2008-10-31,"43_43",0.1814,2112,"TERA",NA
2008-11-16,"43_43",0.1795,2116,"TERA",NA
2008-12-02,"43_43",0.2021,2120,"TERA",0.2021
2008-12-18,"43_43",-0.0178,18453,"TERA",NA
2009-01-01,"43_43",-0.0307,18453,"TERA",NA
2009-01-17,"43_43",0.013,18709,"TERA",NA
2009-02-02,"43_43",0.0273,2322,"TERA",NA
2009-02-18,"43_43",0.2255,2112,"TERA",NA
2009-03-06,"43_43",0.2242,2112,"TERA",NA
2009-03-22,"43_43",0.25,2116,"TERA",NA
2009-04-07,"43_43",0.2454,2112,"TERA",NA
2009-04-23,"43_43",0.3079,2116,"TERA",NA
2009-05-09,"43_43",0.2151,2112,"TERA",NA
2009-05-25,"43_43",0.2202,2112,"TERA",NA
2009-06-10,"43_43",0.1849,2112,"TERA",NA
2009-06-26,"43_43",0.1731,2112,"TERA",NA
2009-07-12,"43_43",0.1751,2112,"TERA",NA
2009-07-28,"43_43",0.1746,2112,"TERA",NA
2009-08-13,"43_43",0.175,2112,"TERA",NA
2009-08-29,"43_43",0.1705,2112,"TERA",NA
2009-09-14,"43_43",0.1641,2112,"TERA",NA
2009-09-30,"43_43",0.1708,2112,"TERA",NA
2009-10-16,"43_43",0.1658,2112,"TERA",NA
2009-11-01,"43_43",0.1845,2112,"TERA",NA
2009-11-17,"43_43",0.1729,2116,"TERA",NA
2009-12-03,"43_43",0.1654,2185,"TERA",NA
2009-12-19,"43_43",-0.0053,18453,"TERA",NA
2010-01-01,"43_43",-0.0089,18453,"TERA",NA
2010-01-17,"43_43",0.0091,18453,"TERA",NA
2010-02-02,"43_43",-0.008,20497,"TERA",NA
2010-02-18,"43_43",0.24,2181,"TERA",NA
2010-03-06,"43_43",0.203,2181,"TERA",NA
2010-03-22,"43_43",0.2122,2112,"TERA",NA
2010-04-07,"43_43",0.264,2112,"TERA",NA
2010-04-23,"43_43",0.2506,2112,"TERA",NA
2010-05-09,"43_43",0.251,2112,"TERA",NA
2010-05-25,"43_43",0.2635,2116,"TERA",NA
2010-06-10,"43_43",0.1967,2112,"TERA",NA
2010-06-26,"43_43",0.1917,2112,"TERA",NA
2010-07-12,"43_43",0.1786,2112,"TERA",NA
2010-07-28,"43_43",0.1726,2112,"TERA",NA
2010-08-13,"43_43",0.1811,2112,"TERA",NA
2010-08-29,"43_43",0.169,2112,"TERA",NA
2010-09-14,"43_43",0.1661,2112,"TERA",NA
2010-09-30,"43_43",0.1683,2112,"TERA",NA
2010-10-16,"43_43",0.1853,2112,"TERA",NA
2010-11-01,"43_43",0.2405,2116,"TERA",NA
2010-11-17,"43_43",-0.0132,18449,"TERA",NA
2010-12-03,"43_43",0.3038,2120,"TERA",0.3038
2010-12-19,"43_43",-0.0261,18453,"TERA",NA
2011-01-01,"43_43",-0.014,18449,"TERA",NA
2011-01-17,"43_43",0.1239,2062,"TERA",NA
2011-02-02,"43_43",0.2891,2181,"TERA",NA
2011-02-18,"43_43",0.2961,2181,"TERA",NA
2011-03-06,"43_43",0.3275,2112,"TERA",NA
2011-03-22,"43_43",0.3554,2112,"TERA",NA
2011-04-07,"43_43",0.3913,2185,"TERA",NA
2011-04-23,"43_43",0.3682,2112,"TERA",NA
2011-05-09,"43_43",0.329,2112,"TERA",NA
2011-05-25,"43_43",0.3533,2112,"TERA",NA
2011-06-10,"43_43",0.3346,2112,"TERA",NA
2011-06-26,"43_43",0.3373,2112,"TERA",NA
2011-07-12,"43_43",0.2514,2112,"TERA",NA
2011-07-28,"43_43",0.204,2112,"TERA",NA
2011-08-13,"43_43",0.2011,2112,"TERA",NA
2011-08-29,"43_43",0.1996,2112,"TERA",NA
2011-09-14,"43_43",0.1908,2112,"TERA",NA
2011-09-30,"43_43",0.2062,2112,"TERA",NA
2011-10-16,"43_43",0.2037,2112,"TERA",NA
2011-11-01,"43_43",0.1927,2112,"TERA",NA
2011-11-17,"43_43",0.1837,2116,"TERA",NA
2011-12-03,"43_43",0.1787,2185,"TERA",NA
2011-12-19,"43_43",0.1674,2120,"TERA",0.1674
2012-01-01,"43_43",0.1674,2116,"TERA",NA
2012-01-17,"43_43",-0.0152,18453,"TERA",NA
2012-02-02,"43_43",0.1296,3294,"TERA",NA
2012-02-18,"43_43",0.2242,2112,"TERA",NA
2012-03-05,"43_43",0.2152,2112,"TERA",NA
2012-03-21,"43_43",0.2349,2112,"TERA",NA
2012-04-06,"43_43",0.2364,2112,"TERA",NA
2012-04-22,"43_43",0.2271,2112,"TERA",NA
2012-05-08,"43_43",0.2111,2112,"TERA",NA
2012-05-24,"43_43",0.1803,2112,"TERA",NA
2012-06-09,"43_43",0.1783,2112,"TERA",NA
2012-06-25,"43_43",0.1737,2112,"TERA",NA
2012-07-11,"43_43",0.1733,2112,"TERA",NA
2012-07-27,"43_43",0.1675,2112,"TERA",NA
2012-08-12,"43_43",0.1825,2181,"TERA",NA
2012-08-28,"43_43",0.1955,2112,"TERA",NA
2012-09-13,"43_43",0.1648,2112,"TERA",NA
2012-09-29,"43_43",0.1588,2112,"TERA",NA
2012-10-15,"43_43",0.175,2112,"TERA",NA
2012-10-31,"43_43",0.1639,2112,"TERA",NA
2012-11-16,"43_43",0.196,2116,"TERA",NA
2012-12-02,"43_43",0.2444,2116,"TERA",NA
2012-12-18,"43_43",-0.0082,18453,"TERA",NA
2013-01-01,"43_43",-0.0212,2062,"TERA",NA
2013-01-17,"43_43",-0.0366,18445,"TERA",NA
2013-02-02,"43_43",-0.0263,18445,"TERA",NA
2013-02-18,"43_43",-0.0292,18445,"TERA",NA
2013-03-06,"43_43",0.3508,2112,"TERA",NA
2013-03-22,"43_43",0.3556,2112,"TERA",NA
2013-04-07,"43_43",0.3572,2112,"TERA",NA
2013-04-23,"43_43",0.3203,2112,"TERA",NA
2013-05-09,"43_43",0.2591,2112,"TERA",NA
2013-05-25,"43_43",0.229,2112,"TERA",NA
2013-06-10,"43_43",0.2111,2112,"TERA",NA
2013-06-26,"43_43",0.2022,2112,"TERA",NA
2013-07-12,"43_43",0.1933,2112,"TERA",NA
2013-07-28,"43_43",0.1978,2112,"TERA",NA
2013-08-13,"43_43",0.1884,2112,"TERA",NA
2013-08-29,"43_43",0.2102,2116,"TERA",NA
2013-09-14,"43_43",0.2224,2112,"TERA",NA
2013-09-30,"43_43",0.2472,2112,"TERA",NA
2013-10-16,"43_43",0.3063,2112,"TERA",NA
2013-11-01,"43_43",0.2916,2112,"TERA",NA
2013-11-17,"43_43",0.3196,2116,"TERA",NA
2013-12-03,"43_43",-0.0064,18449,"TERA",NA
2013-12-19,"43_43",-0.0211,18453,"TERA",NA
2014-01-01,"43_43",-0.0214,18449,"TERA",NA
2014-01-17,"43_43",0.0304,18453,"TERA",NA
2014-02-02,"43_43",-0.0168,18445,"TERA",NA
2014-02-18,"43_43",0.3456,2112,"TERA",NA
2014-03-06,"43_43",0.3884,2112,"TERA",NA
2014-03-22,"43_43",0.3553,2112,"TERA",NA
2014-04-07,"43_43",0.3107,2112,"TERA",NA
2014-04-23,"43_43",0.2934,2181,"TERA",NA
2014-05-09,"43_43",0.3516,2112,"TERA",NA
2014-05-25,"43_43",0.2554,2112,"TERA",NA
2014-06-10,"43_43",0.2384,2112,"TERA",NA
2014-06-26,"43_43",0.2007,2112,"TERA",NA
2014-07-12,"43_43",0.2026,2112,"TERA",NA
2014-07-28,"43_43",0.1945,2112,"TERA",NA
2014-08-13,"43_43",0.1797,2112,"TERA",NA
2014-08-29,"43_43",0.2461,2112,"TERA",NA
2014-09-14,"43_43",0.2589,2112,"TERA",NA
2014-09-30,"43_43",0.2507,2112,"TERA",NA
2014-10-16,"43_43",0.2646,2112,"TERA",NA
2014-11-01,"43_43",0.2223,2112,"TERA",NA
2014-11-17,"43_43",0.272,2120,"TERA",0.272
2014-12-03,"43_43",0.2801,2116,"TERA",NA
2014-12-19,"43_43",0.2981,2193,"TERA",NA
2015-01-01,"43_43",0.0272,18449,"TERA",NA
2015-01-17,"43_43",0.3191,2116,"TERA",NA
2015-02-02,"43_43",0.3014,2112,"TERA",NA
2015-02-18,"43_43",0.3006,2112,"TERA",NA
2015-03-06,"43_43",0.2883,2112,"TERA",NA
2015-03-22,"43_43",0.2739,2181,"TERA",NA
2015-04-07,"43_43",0.233,2181,"TERA",NA
2015-04-23,"43_43",0.2442,2112,"TERA",NA
2015-05-09,"43_43",0.3602,2112,"TERA",NA
2015-05-25,"43_43",0.3398,2112,"TERA",NA
2015-06-10,"43_43",0.232,2112,"TERA",NA
2015-06-26,"43_43",0.2544,2112,"TERA",NA
2015-07-12,"43_43",0.203,2112,"TERA",NA
2015-07-28,"43_43",0.2028,2112,"TERA",NA
2015-08-13,"43_43",0.1866,2112,"TERA",NA
2015-08-29,"43_43",0.1795,2112,"TERA",NA
2015-09-14,"43_43",0.1977,2112,"TERA",NA
2015-09-30,"43_43",0.2042,2112,"TERA",NA
2015-10-16,"43_43",0.2681,2112,"TERA",NA
2015-11-01,"43_43",0.3176,2112,"TERA",NA
2015-11-17,"43_43",0.3093,2116,"TERA",NA
2015-12-03,"43_43",0.2842,2116,"TERA",NA
2015-12-19,"43_43",-0.0182,18453,"TERA",NA
2016-01-01,"43_43",-0.0182,18449,"TERA",NA
2016-01-17,"43_43",-0.0113,18445,"TERA",NA
2016-02-02,"43_43",-0.0424,18449,"TERA",NA
2016-02-18,"43_43",0.3022,2181,"TERA",NA
2016-03-05,"43_43",0.336,2112,"TERA",NA
2016-03-21,"43_43",0.3643,2112,"TERA",NA
2016-04-06,"43_43",0.3801,2112,"TERA",NA
2016-04-22,"43_43",0.4249,2112,"TERA",NA
2016-05-08,"43_43",0.4598,2112,"TERA",NA
2016-05-24,"43_43",0.3231,2112,"TERA",NA
2016-06-09,"43_43",0.2503,2112,"TERA",NA
2016-06-25,"43_43",0.2201,2112,"TERA",NA
2016-07-11,"43_43",0.213,2112,"TERA",NA
2016-07-27,"43_43",0.1943,2112,"TERA",NA
2016-08-12,"43_43",0.2115,2112,"TERA",NA
2016-08-28,"43_43",0.2019,2112,"TERA",NA
2016-09-13,"43_43",0.217,2112,"TERA",NA
2016-09-29,"43_43",0.1671,2112,"TERA",NA
2016-10-15,"43_43",0.1855,2112,"TERA",NA
2016-10-31,"43_43",0.177,2112,"TERA",NA
2016-11-16,"43_43",0.1624,2189,"TERA",NA
2016-12-02,"43_43",0.0163,2066,"TERA",NA
2016-12-18,"43_43",-0.0058,18449,"TERA",NA
2017-01-01,"43_43",-0.0058,2066,"TERA",NA
2017-01-17,"43_43",-0.0194,18449,"TERA",NA
2017-02-02,"43_43",0.1905,2181,"TERA",NA
2017-02-18,"43_43",-0.01,18445,"TERA",NA
2017-03-06,"43_43",0.2099,2112,"TERA",NA
2017-03-22,"43_43",0.2958,2181,"TERA",NA
2017-04-07,"43_43",0.3423,2185,"TERA",NA
2017-04-23,"43_43",0.3377,2112,"TERA",NA
2017-05-09,"43_43",0.354,2112,"TERA",NA
2017-05-25,"43_43",0.3466,2112,"TERA",NA
2017-06-10,"43_43",0.2517,2112,"TERA",NA
2017-06-26,"43_43",0.2249,2112,"TERA",NA
2017-07-12,"43_43",0.228,2112,"TERA",NA
2017-07-28,"43_43",0.2,2112,"TERA",NA
2017-08-13,"43_43",0.1901,2112,"TERA",NA
2017-08-29,"43_43",0.182,2112,"TERA",NA
2017-09-14,"43_43",0.1955,2116,"TERA",NA
2017-09-30,"43_43",0.2133,2116,"TERA",NA
2017-10-16,"43_43",0.2205,2116,"TERA",NA
2017-11-01,"43_43",0.1836,2116,"TERA",NA
2017-11-17,"43_43",0.2246,2120,"TERA",0.2246
2017-12-03,"43_43",0.1984,2120,"TERA",0.1984
2017-12-19,"43_43",0.2184,2120,"TERA",0.2184
2018-01-01,"43_43",0.2155,2120,"TERA",0.2155
2018-01-17,"43_43",0.2038,2120,"TERA",0.2038
2018-02-02,"43_43",0.2023,2116,"TERA",NA
2018-02-18,"43_43",-0.0101,2062,"TERA",NA
2018-03-06,"43_43",0.2493,2116,"TERA",NA
2018-03-22,"43_43",0.2525,2116,"TERA",NA
2018-04-07,"43_43",0.2829,2116,"TERA",NA
2018-04-23,"43_43",0.2984,2116,"TERA",NA
2018-05-09,"43_43",0.2972,2185,"TERA",NA
2018-05-25,"43_43",0.2464,2116,"TERA",NA
2018-06-10,"43_43",0.2035,2116,"TERA",NA
2018-06-26,"43_43",0.1965,2116,"TERA",NA
2018-07-12,"43_43",0.1924,2116,"TERA",NA
2018-07-28,"43_43",0.1821,2116,"TERA",NA
2018-08-13,"43_43",0.1805,2116,"TERA",NA
2018-08-29,"43_43",0.177,2116,"TERA",NA
2018-09-14,"43_43",0.1718,2116,"TERA",NA
2018-09-30,"43_43",0.2018,2116,"TERA",NA
2018-10-16,"43_43",0.1897,2116,"TERA",NA
2018-11-01,"43_43",0.2037,2116,"TERA",NA
2018-11-17,"43_43",0.1894,2120,"TERA",0.1894
2018-12-03,"43_43",0.0218,18453,"TERA",NA
2018-12-19,"43_43",0.2364,2120,"TERA",0.2364
2019-01-01,"43_43",-0.0096,18453,"TERA",NA
2019-01-17,"43_43",0.0162,2062,"TERA",NA
2019-02-02,"43_43",-3e-04,18449,"TERA",NA
2019-02-18,"43_43",0.0027,2062,"TERA",NA
2019-03-06,"43_43",0.2824,2185,"TERA",NA
2019-03-22,"43_43",0.3537,2185,"TERA",NA
2019-04-07,"43_43",0.4022,2116,"TERA",NA
2019-04-23,"43_43",0.4487,2185,"TERA",NA
2019-05-09,"43_43",0.439,2116,"TERA",NA
2019-05-25,"43_43",0.5082,2116,"TERA",NA
2019-06-10,"43_43",0.2792,2116,"TERA",NA
2019-06-26,"43_43",0.2907,2116,"TERA",NA
2019-07-12,"43_43",0.2441,2116,"TERA",NA
2019-07-28,"43_43",0.2462,2116,"TERA",NA
2019-08-13,"43_43",0.1962,2116,"TERA",NA
2019-08-29,"43_43",0.1965,2116,"TERA",NA
2002-07-04,"43_43",0.1756,2112,"AQUA",0.1756
2002-07-20,"43_43",0.1922,2116,"AQUA",NA
2002-08-05,"43_43",0.1814,2112,"AQUA",0.1814
2002-08-21,"43_43",0.1781,2112,"AQUA",0.1781
2002-09-06,"43_43",0.1993,2112,"AQUA",0.1993
2002-09-22,"43_43",0.1902,2112,"AQUA",0.1902
2002-10-08,"43_43",0.1882,2112,"AQUA",0.1882
2002-10-24,"43_43",0.1901,2112,"AQUA",0.1901
2002-11-09,"43_43",0.2036,2116,"AQUA",NA
2002-11-25,"43_43",0.1802,2185,"AQUA",NA
2002-12-11,"43_43",0.1654,3294,"AQUA",NA
2002-12-27,"43_43",0.2032,2120,"AQUA",0.2032
2003-01-09,"43_43",0.2032,2116,"AQUA",NA
2003-01-25,"43_43",0.2058,4233,"AQUA",NA
2003-02-10,"43_43",0.2043,2441,"AQUA",NA
2003-02-26,"43_43",0.1978,4164,"AQUA",NA
2003-03-14,"43_43",0.2039,2112,"AQUA",0.2039
2003-03-30,"43_43",0.2011,2112,"AQUA",0.2011
2003-04-15,"43_43",0.212,2181,"AQUA",NA
2003-05-01,"43_43",0.21,2112,"AQUA",0.21
2003-05-17,"43_43",0.2025,2112,"AQUA",0.2025
2003-06-02,"43_43",0.1913,2112,"AQUA",0.1913
2003-06-18,"43_43",0.1783,2112,"AQUA",0.1783
2003-07-04,"43_43",0.1766,2112,"AQUA",0.1766
2003-07-20,"43_43",0.1778,2112,"AQUA",0.1778
2003-08-05,"43_43",0.1727,2112,"AQUA",0.1727
2003-08-21,"43_43",0.1829,2116,"AQUA",NA
2003-09-06,"43_43",0.1837,2112,"AQUA",0.1837
2003-09-22,"43_43",0.1736,2112,"AQUA",0.1736
2003-10-08,"43_43",0.1707,2112,"AQUA",0.1707
2003-10-24,"43_43",0.1754,2112,"AQUA",0.1754
2003-11-09,"43_43",0.2633,2116,"AQUA",NA
2003-11-25,"43_43",0.2151,2116,"AQUA",NA
2003-12-11,"43_43",0.1965,2185,"AQUA",NA
2003-12-27,"43_43",-0.0323,18453,"AQUA",NA
2004-01-09,"43_43",-0.0476,18449,"AQUA",NA
2004-01-25,"43_43",-0.0279,18449,"AQUA",NA
2004-02-10,"43_43",-0.0391,18445,"AQUA",NA
2004-02-26,"43_43",0.155,2185,"AQUA",NA
2004-03-13,"43_43",0.2059,2112,"AQUA",0.2059
2004-03-29,"43_43",0.2618,2112,"AQUA",0.2618
2004-04-14,"43_43",0.292,2181,"AQUA",NA
2004-04-30,"43_43",0.2479,2112,"AQUA",0.2479
