"date","pixel","evi_raw","evi_qc","type","evi_filtered"
2013-03-30,"43_44",0.3703,4160,"AQUA",0.3703
2013-04-15,"43_44",0.3682,4160,"AQUA",0.3682
2013-05-01,"43_44",0.2839,4160,"AQUA",0.2839
2013-05-17,"43_44",0.3183,4164,"AQUA",NA
2013-06-02,"43_44",0.3484,4229,"AQUA",NA
2013-06-18,"43_44",0.3693,4110,"AQUA",NA
2013-07-04,"43_44",0.3057,4365,"AQUA",NA
2013-07-20,"43_44",0.3484,4365,"AQUA",NA
2013-08-05,"43_44",0.3176,4160,"AQUA",0.3176
2013-08-21,"43_44",0.3265,2112,"AQUA",0.3265
2013-09-06,"43_44",0.2965,4160,"AQUA",0.2965
2013-09-22,"43_44",0.3024,4365,"AQUA",NA
2013-10-08,"43_44",0.3063,4160,"AQUA",0.3063
2013-10-24,"43_44",0.3166,4160,"AQUA",0.3166
2013-11-09,"43_44",0.2517,4106,"AQUA",NA
2013-11-25,"43_44",0.292,4164,"AQUA",NA
2013-12-11,"43_44",0.282,4160,"AQUA",0.282
2013-12-27,"43_44",0.2528,4164,"AQUA",NA
2014-01-09,"43_44",0.2528,4160,"AQUA",0.2528
2014-01-25,"43_44",0.2749,4160,"AQUA",0.2749
2014-02-10,"43_44",0.2551,4160,"AQUA",0.2551
2014-02-26,"43_44",0.2898,4160,"AQUA",0.2898
2014-03-14,"43_44",0.2495,4160,"AQUA",0.2495
2014-03-30,"43_44",0.2864,4160,"AQUA",0.2864
2014-04-15,"43_44",0.4321,4110,"AQUA",NA
2014-05-01,"43_44",0.3537,4229,"AQUA",NA
2014-05-17,"43_44",0.393,4229,"AQUA",NA
2014-06-02,"43_44",0.4308,4110,"AQUA",NA
2014-06-18,"43_44",0.4019,4233,"AQUA",NA
2014-07-04,"43_44",0.4245,5146,"AQUA",NA
2014-07-20,"43_44",0.4258,4229,"AQUA",NA
2014-08-05,"43_44",0.35,4160,"AQUA",0.35
2014-08-21,"43_44",0.3183,4160,"AQUA",0.3183
2014-09-06,"43_44",0.3877,4229,"AQUA",NA
2014-09-22,"43_44",0.3581,4160,"AQUA",0.3581
2014-10-08,"43_44",0.2998,4160,"AQUA",0.2998
2014-10-24,"43_44",0.2917,4160,"AQUA",0.2917
2014-11-09,"43_44",0.3114,4160,"AQUA",0.3114
2014-11-25,"43_44",0.2885,4160,"AQUA",0.2885
2014-12-11,"43_44",0.3165,4160,"AQUA",0.3165
2014-12-27,"43_44",0.2941,2120,"AQUA",0.2941
2015-01-09,"43_44",0.2682,4160,"AQUA",0.2682
2015-01-25,"43_44",0.2717,4160,"AQUA",0.2717
2015-02-10,"43_44",0.2688,4160,"AQUA",0.2688
2015-02-26,"43_44",0.2707,4160,"AQUA",0.2707
2015-03-14,"43_44",0.2951,4160,"AQUA",0.2951
2015-03-30,"43_44",0.3636,4233,"AQUA",NA
2015-04-15,"43_44",0.3899,4160,"AQUA",0.3899
2015-05-01,"43_44",0.2994,4160,"AQUA",0.2994
2015-05-17,"43_44",0.3427,4160,"AQUA",0.3427
2015-06-02,"43_44",0.2885,4365,"AQUA",NA
2015-06-18,"43_44",0.3302,4160,"AQUA",0.3302
2015-07-04,"43_44",0.4207,4106,"AQUA",NA
2015-07-20,"43_44",0.1797,4106,"AQUA",NA
2015-08-05,"43_44",0.1819,4106,"AQUA",NA
2015-08-21,"43_44",0.4223,37145,"AQUA",NA
2015-09-06,"43_44",0.3511,37141,"AQUA",NA
2015-09-22,"43_44",0.3901,4164,"AQUA",NA
2015-10-08,"43_44",0.2904,4160,"AQUA",0.2904
2015-10-24,"43_44",0.3435,4365,"AQUA",NA
2015-11-09,"43_44",0.2703,4160,"AQUA",0.2703
2015-11-25,"43_44",0.2886,4160,"AQUA",0.2886
2015-12-11,"43_44",0.291,4160,"AQUA",0.291
